county,state,population,# total covid cases,# covid cases per 100k,# covid deaths,# covid deaths per 100k,case_fatality_rate
"Williamsburg, City of",Virginia,14954,235,1571.5,8,53.5,0.034
Muscatine County,Iowa,42664,1748,4097.1,59,138.29,0.034
Routt County,Colorado,25639,261,1018.0,9,35.1,0.034
Lawrence County,Pennsylvania,85511,1175,1374.1,40,46.78,0.034
Montour County,Pennsylvania,18230,324,1777.3,11,60.34,0.034
Otsego County,Michigan,24668,349,1414.8,12,48.65,0.034
Lander County,Nevada,5532,118,2133.0,4,72.31,0.034
Dickens County,Texas,2211,58,2623.2,2,90.46,0.034
Linn County,Missouri,11920,203,1703.0,7,58.72,0.034
Fulton County,Pennsylvania,14531,116,798.3,4,27.53,0.034
Tama County,Iowa,16854,1121,6651.2,38,225.46,0.034
Cattaraugus County,New York,76121,591,776.4,20,26.27,0.034
Lapeer County,Michigan,87609,1132,1292.1,39,44.52,0.034
Hancock County,Mississippi,47633,965,2025.9,33,69.28,0.034
Winnebago County,Iowa,10354,590,5698.3,20,193.16,0.034
Warren County,Virginia,40163,649,1615.9,22,54.78,0.034
Summit County,Ohio,541020,8329,1539.5,280,51.75,0.034
Macon County,Alabama,18068,596,3298.6,20,110.69,0.034
Fannin County,Georgia,26188,850,3245.8,29,110.74,0.034
Armstrong County,Texas,1887,29,1536.8,1,52.99,0.034
Boone County,Indiana,67844,1575,2321.5,54,79.59,0.034
Harrison County,Texas,66554,1144,1718.9,39,58.6,0.034
Gregg County,Texas,123944,2671,2155.0,90,72.61,0.034
Dickey County,North Dakota,4872,414,8497.5,14,287.36,0.034
Somerset County,Maine,50480,268,530.9,9,17.83,0.034
Floyd County,Indiana,78521,2192,2791.6,74,94.24,0.034
Webster County,Mississippi,9689,388,4004.5,13,134.17,0.034
Grundy County,Missouri,9850,321,3258.9,11,111.68,0.034
Chickasaw County,Mississippi,17103,907,5303.2,31,181.26,0.034
Phillips County,Kansas,5234,264,5043.9,9,171.95,0.034
Sarasota County,Florida,433735,10247,2362.5,350,80.69,0.034
Gallia County,Ohio,29899,379,1267.6,13,43.48,0.034
Wood County,Ohio,130814,3026,2313.2,104,79.5,0.034
San Juan County,Utah,15308,859,5611.4,30,195.97,0.035
Morton County,Kansas,2587,86,3324.3,3,115.96,0.035
Luzerne County,Pennsylvania,317413,5948,1873.9,211,66.47,0.035
Florence County,South Carolina,138293,5817,4206.3,204,147.51,0.035
Northumberland County,Virginia,12095,228,1885.1,8,66.14,0.035
Ashland County,Ohio,53482,576,1077.0,20,37.4,0.035
Dillon County,South Carolina,30479,1381,4531.0,48,157.49,0.035
Logan County,Kentucky,27102,878,3239.6,31,114.38,0.035
Bay County,Michigan,103124,1938,1879.3,68,65.94,0.035
St. Tammany Parish,Louisiana,260422,7940,3048.9,274,105.21,0.035
Calhoun County,South Carolina,14553,518,3559.4,18,123.69,0.035
Pike County,Pennsylvania,55808,663,1188.0,23,41.21,0.035
New London County,Connecticut,265209,4220,1591.2,149,56.18,0.035
Tolland County,Connecticut,150726,1940,1287.1,68,45.11,0.035
Franklin County,Texas,10725,230,2144.5,8,74.59,0.035
Calhoun County,Georgia,6189,286,4621.1,10,161.58,0.035
Giles County,Tennessee,29464,1082,3672.3,38,128.97,0.035
Lawrence County,Alabama,32924,983,2985.7,34,103.27,0.035
"Danville, City of",Virginia,40044,1313,3278.9,46,114.87,0.035
Westchester County,New York,967510,41720,4312.1,1475,152.45,0.035
Lawrence County,Indiana,45370,1221,2691.2,43,94.78,0.035
Warren County,Mississippi,45380,1614,3556.6,56,123.4,0.035
Butler County,Kentucky,12879,457,3548.4,16,124.23,0.035
Oconee County,Georgia,40280,903,2241.8,32,79.44,0.035
Hopkins County,Kentucky,44685,1212,2712.3,43,96.23,0.035
Columbus County,North Carolina,55509,1841,3316.6,64,115.3,0.035
Henrico County,Virginia,330822,6762,2044.0,240,72.55,0.035
Crisp County,Georgia,22372,679,3035.0,24,107.28,0.035
Gregory County,South Dakota,4185,289,6905.6,10,238.95,0.035
Gila County,Arizona,54018,2092,3872.8,73,135.14,0.035
Rockingham County,New Hampshire,309777,2972,959.4,105,33.9,0.035
Avoyelles Parish,Louisiana,40144,1788,4454.0,63,156.94,0.035
Pierce County,Georgia,19465,707,3632.2,25,128.44,0.035
Warren County,Georgia,5254,172,3273.7,6,114.2,0.035
St. Lucie County,Florida,328293,9445,2877.0,339,103.26,0.036
Wapello County,Iowa,34969,1767,5053.0,64,183.02,0.036
Leake County,Mississippi,22786,1202,5275.2,43,188.71,0.036
Schleicher County,Texas,2793,56,2005.0,2,71.61,0.036
Northampton County,North Carolina,19483,614,3151.5,22,112.92,0.036
Rutherford County,North Carolina,67029,1862,2777.9,67,99.96,0.036
Vance County,North Carolina,44535,1292,2901.1,47,105.54,0.036
Randolph County,Arkansas,17958,730,4065.0,26,144.78,0.036
Rooks County,Kansas,4920,192,3902.4,7,142.28,0.036
West Carroll Parish,Louisiana,10830,391,3610.3,14,129.27,0.036
Lee County,Kentucky,7403,197,2661.1,7,94.56,0.036
Cibola County,New Mexico,26675,768,2879.1,28,104.97,0.036
Chittenden County,Vermont,163774,1085,662.5,39,23.81,0.036
Columbiana County,Ohio,101885,2416,2371.3,88,86.37,0.036
Franklin Parish,Louisiana,20015,1393,6959.8,50,249.81,0.036
Cross County,Arkansas,16419,635,3867.5,23,140.08,0.036
Howard County,Indiana,82543,2003,2426.6,73,88.44,0.036
Morgan County,Indiana,70490,1261,1788.9,45,63.84,0.036
St. Landry Parish,Louisiana,82124,3798,4624.7,138,168.04,0.036
Kanabec County,Minnesota,16337,279,1707.8,10,61.21,0.036
Maverick County,Texas,58722,4418,7523.6,159,270.77,0.036
Bartholomew County,Indiana,83779,1769,2111.5,63,75.2,0.036
Blanco County,Texas,11931,167,1399.7,6,50.29,0.036
"Broomfield, City and County of",Colorado,70467,1209,1715.7,43,61.02,0.036
Troup County,Georgia,69922,3096,4427.8,113,161.61,0.036
Daviess County,Indiana,33351,1091,3271.3,39,116.94,0.036
Hooker County,Nebraska,682,28,4105.6,1,146.63,0.036
Pointe Coupee Parish,Louisiana,21730,1155,5315.2,42,193.28,0.036
Goliad County,Texas,7658,168,2193.8,6,78.35,0.036
Madison County,Indiana,129568,3152,2432.7,118,91.07,0.037
Glascock County,Georgia,2971,54,1817.6,2,67.32,0.037
Stark County,Ohio,370618,5043,1360.7,189,51.0,0.037
Wayne County,Ohio,115712,2135,1845.1,79,68.27,0.037
Washakie County,Wyoming,7805,188,2408.7,7,89.69,0.037
Issaquena County,Mississippi,1327,107,8063.3,4,301.43,0.037
Dauphin County,Pennsylvania,278299,5367,1928.5,196,70.43,0.037
Crook County,Oregon,24403,136,557.3,5,20.49,0.037
Humphreys County,Mississippi,8064,484,6002.0,18,223.21,0.037
Ontario County,New York,109778,778,708.7,29,26.42,0.037
La Salle County,Texas,7520,382,5079.8,14,186.17,0.037
Marion County,South Carolina,30657,1202,3920.8,45,146.79,0.037
Rensselaer County,New York,158719,1175,740.3,44,27.72,0.037
Darke County,Ohio,51113,1414,2766.4,53,103.69,0.037
Greene County,Mississippi,13586,511,3761.2,19,139.85,0.037
District of Columbia,District of Columbia,705752,17792,2521.0,652,92.38,0.037
Comal County,Texas,156207,2927,1873.8,107,68.5,0.037
Clay County,Tennessee,7615,437,5738.7,16,210.11,0.037
Presidio County,Texas,6704,190,2834.1,7,104.41,0.037
Arenac County,Michigan,14882,134,900.4,5,33.6,0.037
Colleton County,South Carolina,37677,1332,3535.3,49,130.05,0.037
Washington County,New York,61201,377,616.0,14,22.88,0.037
Beauregard Parish,Louisiana,37497,1107,2952.2,41,109.34,0.037
Hale County,Alabama,14651,820,5596.9,30,204.76,0.037
Jim Hogg County,Texas,5200,186,3576.9,7,134.61,0.038
Caddo Parish,Louisiana,240204,10679,4445.8,406,169.02,0.038
Pasquotank County,North Carolina,39824,924,2320.2,35,87.89,0.038
Ware County,Georgia,35734,1786,4998.0,67,187.49,0.038
Montgomery County,Mississippi,9775,609,6230.2,23,235.29,0.038
Trinity County,Texas,14651,211,1440.2,8,54.6,0.038
Washington County,Mississippi,43909,2766,6299.4,105,239.13,0.038
Wyandot County,Ohio,21772,373,1713.2,14,64.3,0.038
Yates County,New York,24912,156,626.2,6,24.08,0.038
Ben Hill County,Georgia,16700,895,5359.3,34,203.59,0.038
Cheyenne County,Kansas,2657,156,5871.3,6,225.82,0.038
Clay County,Illinois,13184,399,3026.4,15,113.77,0.038
Shiawassee County,Michigan,68120,925,1357.9,35,51.38,0.038
Suffolk County,Massachusetts,803912,31150,3874.8,1191,148.15,0.038
Providence County,Rhode Island,638939,25309,3961.1,969,151.66,0.038
Coleman County,Texas,8175,105,1284.4,4,48.93,0.038
Cherry County,Nebraska,5689,106,1863.2,4,70.31,0.038
Smyth County,Virginia,30105,708,2351.8,27,89.69,0.038
Renville County,Minnesota,14548,346,2378.3,13,89.36,0.038
Lyon County,Kentucky,8210,130,1583.4,5,60.9,0.038
Medina County,Texas,51584,1304,2527.9,49,94.99,0.038
Navajo County,Arizona,110925,6739,6075.3,254,228.98,0.038
Toombs County,Georgia,26830,1539,5736.1,58,216.18,0.038
Brown County,Texas,37864,736,1943.8,28,73.95,0.038
Yalobusha County,Mississippi,12108,601,4963.7,23,189.96,0.038
Jefferson County,Mississippi,6990,292,4177.4,11,157.37,0.038
Orangeburg County,South Carolina,86175,3440,3991.9,131,152.02,0.038
Treutlen County,Georgia,6901,315,4564.6,12,173.89,0.038
Bolivar County,Mississippi,30628,2144,7000.1,81,264.46,0.038
Ouray County,Colorado,4952,52,1050.1,2,40.39,0.038
Mecklenburg County,Virginia,30587,925,3024.2,35,114.43,0.038
Perry County,Tennessee,8076,373,4618.6,14,173.35,0.038
Grant County,Minnesota,5972,131,2193.6,5,83.73,0.038
Lowndes County,Alabama,9726,743,7639.3,29,298.17,0.039
Callahan County,Texas,13943,153,1097.3,6,43.03,0.039
Bowie County,Texas,93247,2183,2341.1,85,91.16,0.039
Hansford County,Texas,5399,207,3834.0,8,148.17,0.039
Clark County,Illinois,15441,466,3017.9,18,116.57,0.039
Adams County,Mississippi,30693,1173,3821.7,46,149.87,0.039
Greene County,Illinois,12969,457,3523.8,18,138.79,0.039
Butler County,Alabama,19448,1044,5368.2,41,210.82,0.039
Lamb County,Texas,12893,675,5235.4,26,201.66,0.039
Wayne County,Pennsylvania,51359,308,599.7,12,23.36,0.039
Pike County,Mississippi,39288,1443,3672.9,56,142.54,0.039
Montague County,Texas,19818,336,1695.4,13,65.6,0.039
Simpson County,Mississippi,26658,1296,4861.6,50,187.56,0.039
Cumberland County,New Jersey,149529,4159,2781.4,162,108.34,0.039
Spalding County,Georgia,66704,1684,2524.6,66,98.95,0.039
St. Mary's County,Maryland,113507,1558,1372.6,60,52.86,0.039
Hampton County,South Carolina,19222,788,4099.5,31,161.27,0.039
Habersham County,Georgia,45328,1936,4271.1,76,167.67,0.039
Houston County,Tennessee,8201,467,5694.4,18,219.48,0.039
Columbia County,Pennsylvania,64963,1121,1725.6,44,67.73,0.039
Wheatland County,Montana,2126,76,3574.8,3,141.11,0.039
Mercer County,West Virginia,58756,871,1482.4,34,57.87,0.039
Newton County,Indiana,13984,334,2388.4,13,92.96,0.039
Graham County,North Carolina,8441,254,3009.1,10,118.47,0.039
Niagara County,New York,209277,2274,1086.6,91,43.48,0.04
Walthall County,Mississippi,14286,675,4724.9,27,189.0,0.04
Washington Parish,Louisiana,46194,1778,3849.0,72,155.87,0.04
Amelia County,Virginia,13145,151,1148.7,6,45.64,0.04
Sherman County,Nebraska,3001,75,2499.2,3,99.97,0.04
Suffolk County,New York,1476591,50210,3400.4,2022,136.94,0.04
Iberville Parish,Louisiana,32511,1527,4696.9,61,187.63,0.04
Southampton County,Virginia,17631,942,5342.9,38,215.53,0.04
Citrus County,Florida,149656,3440,2298.6,139,92.88,0.04
Pierce County,Nebraska,7148,276,3861.2,11,153.89,0.04
Jefferson County,Georgia,15362,867,5643.8,35,227.84,0.04
Hertford County,North Carolina,23677,880,3716.7,35,147.82,0.04
Duval County,Texas,11157,520,4660.8,21,188.22,0.04
Zavala County,Texas,11840,481,4062.5,19,160.47,0.04
Nevada County,Arkansas,8252,354,4289.9,14,169.66,0.04
McMullen County,Texas,743,25,3364.7,1,134.59,0.04
Nacogdoches County,Texas,65204,1849,2835.7,74,113.49,0.04
Pipestone County,Minnesota,9126,420,4602.2,17,186.28,0.04
Lincoln County,Kansas,2962,25,844.0,1,33.76,0.04
Douglas County,Missouri,13185,327,2480.1,13,98.6,0.04
Union County,Florida,15237,1174,7704.9,47,308.46,0.04
Angelina County,Texas,86714,2343,2702.0,93,107.25,0.04
Franklin County,Iowa,10070,445,4419.1,18,178.75,0.04
Briscoe County,Texas,1546,25,1617.1,1,64.68,0.04
Cameron County,Texas,423166,24561,5804.1,990,233.95,0.04
Lucas County,Ohio,428342,9863,2302.6,392,91.52,0.04
DeWitt County,Texas,20160,1110,5506.0,44,218.26,0.04
Keweenaw County,Michigan,2116,25,1181.5,1,47.26,0.04
Lee County,Georgia,29993,761,2537.3,31,103.36,0.041
Independence County,Arkansas,37825,1591,4206.2,66,174.49,0.041
Lincoln County,Mississippi,34153,1521,4453.5,62,181.54,0.041
Wharton County,Texas,41555,1463,3520.6,60,144.39,0.041
Van Zandt County,Texas,56590,760,1343.0,31,54.78,0.041
Perry County,Mississippi,11973,555,4635.4,23,192.1,0.041
Adair County,Kentucky,19202,532,2770.5,22,114.57,0.041
Erie County,Ohio,74265,1395,1878.4,57,76.75,0.041
Montgomery County,Arkansas,8986,196,2181.2,8,89.03,0.041
Huerfano County,Colorado,6897,49,710.5,2,29.0,0.041
Ottawa County,Ohio,40524,730,1801.4,30,74.03,0.041
Hendricks County,Indiana,170310,3966,2328.7,161,94.53,0.041
Johnson County,Indiana,158168,3998,2527.7,162,102.42,0.041
Roger Mills County,Oklahoma,3583,97,2707.2,4,111.64,0.041
Marshall County,South Dakota,4935,74,1499.5,3,60.79,0.041
Monroe County,Iowa,7707,293,3801.7,12,155.7,0.041
Todd County,Kentucky,12294,318,2586.6,13,105.74,0.041
Charlotte County,Florida,188912,3922,2076.1,165,87.34,0.042
Greene County,Georgia,18324,596,3252.6,25,136.43,0.042
Macon County,Georgia,12947,265,2046.8,11,84.96,0.042
Wyoming County,Pennsylvania,26792,213,795.0,9,33.59,0.042
Emmet County,Iowa,9208,497,5397.5,21,228.06,0.042
Kent County,Rhode Island,164294,2908,1770.0,123,74.87,0.042
Claiborne Parish,Louisiana,15670,621,3963.0,26,165.92,0.042
Fayette County,Texas,25346,550,2170.0,23,90.75,0.042
Gloucester County,New Jersey,291636,6008,2060.1,251,86.07,0.042
Crockett County,Texas,3464,167,4821.0,7,202.08,0.042
St. Mary Parish,Louisiana,49348,2054,4162.3,87,176.3,0.042
Clay County,West Virginia,8508,72,846.3,3,35.26,0.042
Garfield County,Utah,5051,120,2375.8,5,98.99,0.042
Treasure County,Montana,696,24,3448.3,1,143.68,0.042
Highlands County,Florida,106222,2870,2701.9,121,113.91,0.042
Grant County,North Dakota,2274,96,4221.6,4,175.9,0.042
Hillsdale County,Michigan,45606,685,1502.0,29,63.59,0.042
Sumter County,Alabama,12427,502,4039.6,21,168.99,0.042
West Baton Rouge Parish,Louisiana,26465,1012,3823.9,42,158.7,0.042
Hamilton County,Nebraska,9324,300,3217.5,13,139.43,0.043
Bottineau County,North Dakota,6282,395,6287.8,17,270.61,0.043
Genesee County,Michigan,405813,8238,2030.0,352,86.74,0.043
Oakland County,Michigan,1257559,29154,2318.3,1249,99.32,0.043
Nassau County,New York,1356919,51164,3770.6,2220,163.61,0.043
Union County,New Mexico,4059,46,1133.3,2,49.27,0.043
Kemper County,Mississippi,9742,345,3541.4,15,153.97,0.043
Union County,Arkansas,38682,1244,3216.0,53,137.02,0.043
Carroll County,Virginia,29791,670,2249.0,29,97.34,0.043
Washington County,Ohio,59911,580,968.1,25,41.73,0.043
Talbot County,Georgia,6195,184,2970.1,8,129.13,0.043
Polk County,Texas,51354,931,1812.9,40,77.89,0.043
Uvalde County,Texas,26741,866,3238.5,37,138.37,0.043
Gentry County,Missouri,6571,233,3545.9,10,152.18,0.043
Tuscola County,Michigan,52244,866,1657.6,37,70.82,0.043
Berks County,Pennsylvania,421173,10165,2413.5,433,102.81,0.043
Chaffee County,Colorado,20356,454,2230.3,20,98.25,0.044
Ohio County,Indiana,5875,159,2706.4,7,119.15,0.044
Pike County,Indiana,12389,408,3293.2,18,145.29,0.044
Candler County,Georgia,10803,562,5202.3,25,231.42,0.044
Taylor County,West Virginia,16696,182,1090.1,8,47.92,0.044
East Feliciana Parish,Louisiana,19135,1813,9474.8,79,412.86,0.044
Twiggs County,Georgia,8120,229,2820.2,10,123.15,0.044
Orleans Parish,Louisiana,390143,13719,3516.4,600,153.79,0.044
Lee County,South Carolina,16828,811,4819.3,36,213.93,0.044
Thomas County,Georgia,44451,1643,3696.2,72,161.98,0.044
Dodge County,Georgia,20605,658,3193.4,29,140.74,0.044
Apache County,Arizona,71887,4111,5718.7,180,250.39,0.044
Clare County,Michigan,30949,389,1256.9,17,54.93,0.044
Laurens County,Georgia,47546,2095,4406.3,93,195.6,0.044
Grant County,West Virginia,11568,203,1754.8,9,77.8,0.044
Oneida County,New York,228665,2993,1308.9,132,57.73,0.044
Chester County,Pennsylvania,525002,8641,1645.9,378,72.0,0.044
Sullivan County,Pennsylvania,6066,22,362.7,1,16.49,0.045
Hernando County,Florida,193916,3946,2034.9,177,91.28,0.045
Fairfield County,South Carolina,22347,895,4005.0,40,178.99,0.045
Webster County,Georgia,2607,44,1687.8,2,76.72,0.045
Richland County,Illinois,15513,399,2572.0,18,116.03,0.045
Lamar County,Georgia,19077,449,2353.6,20,104.84,0.045
Philadelphia County,Pennsylvania,1584057,42307,2670.8,1905,120.26,0.045
Wasco County,Oregon,26683,375,1405.4,17,63.71,0.045
Monroe County,Mississippi,35252,1653,4689.1,75,212.75,0.045
Mineral County,Nevada,4505,22,488.3,1,22.2,0.045
Haywood County,North Carolina,62318,794,1274.1,36,57.77,0.045
Foard County,Texas,1155,22,1904.8,1,86.58,0.045
Hardeman County,Texas,3933,67,1703.5,3,76.28,0.045
Coffey County,Kansas,8179,201,2457.5,9,110.04,0.045
Wilkinson County,Georgia,8954,379,4232.7,17,189.86,0.045
Jefferson County,Illinois,37684,1150,3051.7,52,137.99,0.045
Columbia County,Washington,3985,22,552.1,1,25.1,0.045
Prowers County,Colorado,12172,240,1971.7,11,90.37,0.046
Erie County,New York,918690,14338,1560.7,658,71.62,0.046
Carbon County,Pennsylvania,64182,694,1081.3,32,49.86,0.046
Lewis County,Kentucky,13275,366,2757.1,17,128.06,0.046
Tishomingo County,Mississippi,19383,888,4581.3,41,211.52,0.046
Lancaster County,Pennsylvania,545727,10562,1935.4,488,89.42,0.046
Turner County,South Dakota,8384,586,6989.5,27,322.04,0.046
Willacy County,Texas,21358,1267,5932.2,58,271.56,0.046
Geauga County,Ohio,93646,1101,1175.7,51,54.46,0.046
Ashtabula County,Ohio,97244,1034,1063.3,48,49.36,0.046
Marion County,Mississippi,24573,1003,4081.7,46,187.2,0.046
Meigs County,Ohio,22906,259,1130.7,12,52.39,0.046
Union Parish,Louisiana,22108,1156,5228.9,53,239.73,0.046
Tioga County,New York,48202,792,1643.1,37,76.76,0.047
"Martinsville, City of",Virginia,12554,509,4054.5,24,191.17,0.047
Cleveland County,Arkansas,7956,275,3456.5,13,163.4,0.047
Brooks County,Georgia,15457,554,3584.1,26,168.21,0.047
St. James Parish,Louisiana,21096,854,4048.2,40,189.61,0.047
Crenshaw County,Alabama,13772,641,4654.4,30,217.83,0.047
Ford County,Illinois,12961,359,2769.8,17,131.16,0.047
Amador County,California,39751,338,850.3,16,40.25,0.047
Dooly County,Georgia,13390,383,2860.3,18,134.43,0.047
Charles City County,Virginia,6963,107,1536.7,5,71.81,0.047
Iosco County,Michigan,25126,363,1444.7,17,67.66,0.047
Schuylkill County,Pennsylvania,141355,2366,1673.8,112,79.23,0.047
Val Verde County,Texas,49025,2741,5591.0,129,263.13,0.047
Casey County,Kentucky,16159,341,2110.3,16,99.02,0.047
Telfair County,Georgia,15860,506,3190.4,24,151.32,0.047
"Fairfax, City of",Virginia,24020,166,691.1,8,33.31,0.048
Greene County,Alabama,8111,356,4389.1,17,209.59,0.048
Atlantic County,New Jersey,263664,5649,2142.5,269,102.02,0.048
Lincoln County,Kentucky,24549,397,1617.2,19,77.4,0.048
Hidalgo County,Texas,868715,36493,4200.8,1735,199.72,0.048
Stonewall County,Texas,1350,21,1555.6,1,74.08,0.048
Marion County,Georgia,8359,207,2476.4,10,119.63,0.048
Greer County,Oklahoma,5712,167,2923.7,8,140.06,0.048
Trumbull County,Ohio,197968,2865,1447.2,138,69.71,0.048
Leflore County,Mississippi,28183,1822,6464.9,88,312.25,0.048
Bamberg County,South Carolina,14066,698,4962.3,34,241.72,0.049
Rains County,Texas,12514,103,823.1,5,39.96,0.049
Wheeler County,Georgia,7855,369,4697.6,18,229.15,0.049
Matagorda County,Texas,36643,1131,3086.5,55,150.1,0.049
Lauderdale County,Mississippi,74124,2789,3762.6,138,186.17,0.049
Franklin County,Vermont,49400,144,291.5,7,14.17,0.049
Morgan County,Colorado,29068,1011,3478.1,50,172.01,0.049
Vernon Parish,Louisiana,47430,1145,2414.1,56,118.07,0.049
Grayson County,Virginia,15550,406,2610.9,20,128.62,0.049
Pearl River County,Mississippi,55536,1264,2276.0,62,111.64,0.049
Forest County,Pennsylvania,7246,20,276.0,1,13.8,0.05
Clark County,Kansas,1994,80,4012.0,4,200.6,0.05
Macomb County,Michigan,873961,22085,2527.0,1110,127.01,0.05
Refugio County,Texas,6948,321,4620.0,16,230.28,0.05
Aransas County,Texas,23509,360,1531.3,18,76.56,0.05
Washington County,Rhode Island,125579,1438,1145.1,72,57.33,0.05
Cass County,Texas,30026,591,1968.3,30,99.91,0.051
McHenry County,North Dakota,5745,297,5169.7,15,261.1,0.051
Alcona County,Michigan,10406,59,567.0,3,28.83,0.051
San Juan County,New Mexico,123957,4025,3247.1,206,166.19,0.051
Sharkey County,Mississippi,4321,293,6780.8,15,347.14,0.051
Lehigh County,Pennsylvania,369320,7290,1973.9,371,100.45,0.051
Bandera County,Texas,23111,197,852.4,10,43.27,0.051
Camden County,New Jersey,506480,12662,2500.0,640,126.36,0.051
Holmes County,Mississippi,17010,1168,6866.5,60,352.73,0.051
Essex County,Massachusetts,789045,26448,3351.9,1364,172.87,0.052
Bleckley County,Georgia,12873,518,4023.9,27,209.74,0.052
LaMoure County,North Dakota,4046,250,6178.9,13,321.3,0.052
Mohave County,Arizona,212182,4647,2190.1,240,113.11,0.052
Kleberg County,Texas,30680,1047,3412.6,54,176.01,0.052
San Patricio County,Texas,66731,1592,2385.7,82,122.88,0.052
Starr County,Texas,64633,3610,5585.4,186,287.78,0.052
Socorro County,New Mexico,16637,310,1863.3,16,96.17,0.052
Iron County,Michigan,11066,534,4825.6,28,253.03,0.052
Jackson County,West Virginia,28577,451,1578.2,24,83.98,0.053
Meagher County,Montana,1862,94,5048.3,5,268.53,0.053
Clinton County,Missouri,20387,623,3055.9,33,161.87,0.053
Taylor County,Georgia,8020,245,3054.9,13,162.1,0.053
Ness County,Kansas,2750,169,6145.5,9,327.28,0.053
Delaware County,Pennsylvania,566741,14648,2584.6,772,136.22,0.053
Stone County,Arkansas,12506,413,3302.4,22,175.91,0.053
Red River Parish,Louisiana,8442,476,5638.5,25,296.14,0.053
McKinley County,New Mexico,71367,4911,6881.3,262,367.11,0.053
Hamilton County,New York,4416,19,430.3,1,22.65,0.053
Northampton County,Pennsylvania,305289,5911,1936.2,317,103.84,0.054
Carroll County,Maryland,168448,2396,1422.4,130,77.18,0.054
Grant Parish,Louisiana,22389,553,2470.0,30,134.0,0.054
Mitchell County,Georgia,21863,856,3915.3,46,210.4,0.054
Towner County,North Dakota,2189,147,6715.4,8,365.46,0.054
Bristol County,Massachusetts,565207,14250,2521.2,771,136.41,0.054
Dundy County,Nebraska,1693,37,2185.5,2,118.14,0.054
Lackawanna County,Pennsylvania,209675,4031,1922.5,222,105.88,0.055
Fairfield County,Connecticut,943332,26435,2802.3,1447,153.39,0.055
Daniels County,Montana,1690,55,3254.4,3,177.51,0.055
Johnson County,Georgia,9643,440,4562.9,24,248.89,0.055
Decatur County,Indiana,26559,759,2857.8,42,158.14,0.055
Logan County,West Virginia,32018,832,2598.5,46,143.67,0.055
Bienville Parish,Louisiana,13241,642,4848.6,35,264.33,0.055
Nottoway County,Virginia,15232,380,2494.7,21,137.86,0.055
Allegany County,New York,46092,414,898.2,23,49.9,0.056
Clarendon County,South Carolina,33745,1240,3674.6,69,204.47,0.056
Bland County,Virginia,6280,90,1433.1,5,79.62,0.056
Hillsborough County,New Hampshire,417036,5841,1400.6,325,77.93,0.056
Floyd County,Virginia,15749,267,1695.3,15,95.24,0.056
Litchfield County,Connecticut,180338,2559,1419.0,146,80.96,0.057
Shenandoah County,Virginia,43617,1067,2446.3,61,139.85,0.057
Orange County,Indiana,19646,494,2514.5,28,142.52,0.057
Neshoba County,Mississippi,29118,1941,6666.0,111,381.21,0.057
Butts County,Georgia,24936,774,3103.9,44,176.45,0.057
Passaic County,New Jersey,501826,22126,4409.1,1265,252.08,0.057
Calaveras County,California,45905,366,797.3,21,45.75,0.057
San Jacinto County,Texas,28857,245,849.0,14,48.51,0.057
Bucks County,Pennsylvania,628255,11051,1759.0,628,99.96,0.057
Burlington County,New Jersey,445345,9126,2049.2,520,116.76,0.057
Shelby County,Texas,25274,563,2227.6,32,126.61,0.057
Worth County,Georgia,20247,615,3037.5,35,172.87,0.057
Gallatin County,Kentucky,8869,137,1544.7,8,90.2,0.058
Worcester County,Massachusetts,830617,20434,2460.1,1189,143.15,0.058
Beaver County,Pennsylvania,163925,2451,1495.2,142,86.63,0.058
Edmonson County,Kentucky,12150,206,1695.5,12,98.77,0.058
Dougherty County,Georgia,87957,3334,3790.5,193,219.43,0.058
Monmouth County,New Jersey,618799,14944,2415.0,874,141.24,0.058
Montgomery County,Pennsylvania,830933,15118,1819.4,898,108.07,0.059
New Haven County,Connecticut,854746,19154,2240.9,1137,133.02,0.059
Reagan County,Texas,3849,101,2624.1,6,155.89,0.059
Kimble County,Texas,4337,34,784.0,2,46.12,0.059
Coke County,Texas,3387,134,3956.3,8,236.2,0.06
Wilkinson County,Mississippi,8630,352,4078.8,21,243.34,0.06
Hopkins County,Texas,37085,722,1946.9,43,115.95,0.06
Steuben County,New York,95377,1176,1233.0,71,74.44,0.06
Lee County,Texas,17239,250,1450.2,15,87.01,0.06
Wood County,Texas,45538,697,1530.6,42,92.23,0.06
Inyo County,California,18039,250,1385.9,15,83.15,0.06
Berkshire County,Massachusetts,124946,872,697.9,52,41.62,0.06
Tallapoosa County,Alabama,40366,1454,3602.0,87,215.53,0.06
Franklin County,Indiana,22757,445,1955.4,27,118.64,0.061
Monroe County,Pennsylvania,170273,2211,1298.5,135,79.28,0.061
Richmond County,New York,476143,18132,3808.1,1100,231.02,0.061
Newton County,Arkansas,7753,342,4411.2,21,270.86,0.061
Ocean County,New Jersey,607189,17348,2857.1,1076,177.21,0.062
Page County,Virginia,23902,497,2079.3,31,129.69,0.062
Early County,Georgia,10190,566,5554.5,35,343.48,0.062
Middlesex County,New Jersey,825061,23539,2853.0,1453,176.11,0.062
Baker County,Georgia,3038,97,3192.9,6,197.5,0.062
Middlesex County,Massachusetts,1611716,36399,2258.4,2310,143.33,0.063
Real County,Texas,3452,126,3650.1,8,231.75,0.063
"Galax, City of",Virginia,6347,475,7483.9,30,472.67,0.063
Hudson County,New Jersey,672395,24494,3642.8,1537,228.59,0.063
