COUNTY,...2,BIDEN,TRUMP,OTHER,VOTE MARGIN,POPULATION,state,x,pct_in
Adams County,100% in,0.228,0.752,0.02,R +52,35195,Indiana,NA,NA
Steuben County,100% in,0.279,0.701,0.019,R +42,34474,Indiana,NA,NA
Whitley County,100% in,0.241,0.733,0.026,R +49,33649,Indiana,NA,NA
Gibson County,100% in,0.249,0.731,0.02,R +48,33596,Indiana,NA,NA
Jasper County,100% in,0.246,0.736,0.019,R +49,33449,Indiana,NA,NA
Daviess County,100% in,0.181,0.801,0.017,R +62,32937,Indiana,NA,NA
Clinton County,100% in,0.26,0.721,0.019,R +46,32301,Indiana,NA,NA
Greene County,100% in,0.229,0.751,0.02,R +52,32295,Indiana,NA,NA
Jefferson County,100% in,0.322,0.658,0.02,R +34,32237,Indiana,NA,NA
Wabash County,100% in,0.24,0.739,0.022,R +50,31631,Indiana,NA,NA
Ripley County,100% in,0.194,0.79,0.016,R +60,28425,Indiana,NA,NA
Wells County,100% in,0.208,0.773,0.019,R +56,27947,Indiana,NA,NA
Washington County,100% in,0.229,0.751,0.019,R +52,27827,Indiana,NA,NA
Jennings County,100% in,0.206,0.775,0.019,R +57,27727,Indiana,NA,NA
Decatur County,100% in,0.199,0.779,0.022,R +58,26552,Indiana,NA,NA
Clay County,100% in,0.208,0.775,0.017,R +57,26268,Indiana,NA,NA
Posey County,100% in,0.288,0.696,0.016,R +41,25589,Indiana,NA,NA
Randolph County,100% in,0.227,0.751,0.022,R +52,25076,Indiana,NA,NA
White County,100% in,0.272,0.713,0.015,R +44,24217,Indiana,NA,NA
Scott County,100% in,0.266,0.721,0.013,R +46,23743,Indiana,NA,NA
Fayette County,100% in,0.221,0.765,0.014,R +54,23259,Indiana,NA,NA
Starke County,100% in,0.258,0.726,0.017,R +47,22941,Indiana,NA,NA
Franklin County,100% in,0.178,0.808,0.014,R +63,22842,Indiana,NA,NA
Jay County,100% in,0.228,0.752,0.02,R +52,20993,Indiana,NA,NA
Owen County,100% in,0.244,0.736,0.02,R +49,20878,Indiana,NA,NA
Sullivan County,100% in,0.239,0.744,0.017,R +50,20792,Indiana,NA,NA
Spencer County,100% in,0.298,0.683,0.018,R +38,20526,Indiana,NA,NA
Fulton County,100% in,0.249,0.732,0.019,R +48,20212,Indiana,NA,NA
Carroll County,100% in,0.234,0.746,0.019,R +51,19994,Indiana,NA,NA
Orange County,100% in,0.252,0.728,0.02,R +48,19547,Indiana,NA,NA
Perry County,100% in,0.367,0.613,0.02,R +25,19141,Indiana,NA,NA
Parke County,100% in,0.214,0.77,0.016,R +56,16996,Indiana,NA,NA
Rush County,100% in,0.221,0.761,0.018,R +54,16704,Indiana,NA,NA
Fountain County,100% in,0.204,0.771,0.025,R +57,16486,Indiana,NA,NA
Vermillion County,100% in,0.287,0.693,0.02,R +41,15560,Indiana,NA,NA
Tipton County,100% in,0.226,0.753,0.021,R +53,15218,Indiana,NA,NA
Brown County,100% in,0.337,0.644,0.019,R +31,15034,Indiana,NA,NA
Newton County,100% in,0.229,0.75,0.021,R +52,14018,Indiana,NA,NA
Pulaski County,100% in,0.252,0.731,0.017,R +48,12660,Indiana,NA,NA
Pike County,100% in,0.228,0.754,0.018,R +53,12411,Indiana,NA,NA
Blackford County,100% in,0.257,0.718,0.025,R +46,12129,Indiana,NA,NA
Switzerland County,100% in,0.232,0.755,0.013,R +52,10628,Indiana,NA,NA
Crawford County,100% in,0.275,0.703,0.021,R +43,10581,Indiana,NA,NA
Martin County,100% in,0.197,0.783,0.02,R +59,10210,Indiana,NA,NA
Benton County,100% in,0.246,0.732,0.022,R +49,8667,Indiana,NA,NA
Warren County,100% in,0.218,0.761,0.021,R +54,8247,Indiana,NA,NA
Union County,100% in,0.211,0.772,0.017,R +56,7153,Indiana,NA,NA
Ohio County,100% in,0.237,0.756,0.007,R +52,5887,Indiana,NA,NA
Jefferson County,100% in,0.591,0.39,0.019,D +20,767154,Kentucky,NA,NA
Fayette County,100% in,0.593,0.386,0.021,D +21,318734,Kentucky,NA,NA
Kenton County,100% in,0.393,0.586,0.021,R +19,164688,Kentucky,NA,NA
Boone County,100% in,0.312,0.669,0.019,R +36,129095,Kentucky,NA,NA
Warren County,100% in,0.406,0.574,0.02,R +17,126427,Kentucky,NA,NA
Hardin County,100% in,0.37,0.61,0.021,R +24,108095,Kentucky,NA,NA
Daviess County,100% in,0.351,0.63,0.019,R +28,99937,Kentucky,NA,NA
Campbell County,100% in,0.397,0.583,0.02,R +19,92267,Kentucky,NA,NA
Madison County,100% in,0.355,0.623,0.022,R +27,89700,Kentucky,NA,NA
Bullitt County,100% in,0.251,0.732,0.017,R +48,79466,Kentucky,NA,NA
Christian County,100% in,0.348,0.632,0.02,R +28,72263,Kentucky,NA,NA
Oldham County,100% in,0.382,0.597,0.021,R +21,65374,Kentucky,NA,NA
McCracken County,100% in,0.334,0.651,0.015,R +32,65284,Kentucky,NA,NA
Pulaski County,100% in,0.18,0.807,0.014,R +63,64145,Kentucky,NA,NA
Pike County,100% in,0.192,0.799,0.009,R +61,60483,Kentucky,NA,NA
Laurel County,100% in,0.159,0.827,0.014,R +67,60180,Kentucky,NA,NA
Scott County,100% in,0.365,0.614,0.021,R +25,53517,Kentucky,NA,NA
Jessamine County,100% in,0.326,0.651,0.022,R +33,52422,Kentucky,NA,NA
Franklin County,100% in,0.485,0.495,0.019,R +1,50296,Kentucky,NA,NA
Boyd County,100% in,0.326,0.658,0.017,R +33,48091,Kentucky,NA,NA
Shelby County,100% in,0.343,0.639,0.018,R +30,46786,Kentucky,NA,NA
Henderson County,100% in,0.369,0.615,0.015,R +25,46137,Kentucky,NA,NA
Hopkins County,100% in,0.253,0.733,0.015,R +48,45664,Kentucky,NA,NA
Nelson County,100% in,0.309,0.675,0.015,R +37,45388,Kentucky,NA,NA
Barren County,100% in,0.256,0.731,0.014,R +48,43680,Kentucky,NA,NA
Calloway County,100% in,0.332,0.651,0.017,R +32,38776,Kentucky,NA,NA
Graves County,100% in,0.209,0.776,0.015,R +57,37294,Kentucky,NA,NA
Floyd County,100% in,0.238,0.749,0.013,R +51,36926,Kentucky,NA,NA
Whitley County,100% in,0.166,0.819,0.015,R +65,36089,Kentucky,NA,NA
Clark County,100% in,0.331,0.651,0.017,R +32,35872,Kentucky,NA,NA
Greenup County,100% in,0.268,0.719,0.013,R +45,35765,Kentucky,NA,NA
Knox County,100% in,0.159,0.83,0.011,R +67,31467,Kentucky,NA,NA
Marshall County,100% in,0.231,0.755,0.013,R +52,31166,Kentucky,NA,NA
Muhlenberg County,100% in,0.249,0.738,0.013,R +49,31081,Kentucky,NA,NA
Boyle County,100% in,0.366,0.613,0.021,R +25,29913,Kentucky,NA,NA
Meade County,100% in,0.257,0.722,0.021,R +46,28326,Kentucky,NA,NA
Montgomery County,100% in,0.283,0.701,0.017,R +42,27759,Kentucky,NA,NA
Carter County,100% in,0.228,0.757,0.015,R +53,27290,Kentucky,NA,NA
Bell County,100% in,0.178,0.81,0.011,R +63,27188,Kentucky,NA,NA
Harlan County,100% in,0.136,0.854,0.01,R +72,27134,Kentucky,NA,NA
Perry County,100% in,0.222,0.765,0.013,R +54,26917,Kentucky,NA,NA
Logan County,100% in,0.251,0.734,0.015,R +48,26849,Kentucky,NA,NA
Grayson County,100% in,0.2,0.789,0.011,R +59,26178,Kentucky,NA,NA
Woodford County,100% in,0.429,0.55,0.021,R +12,26097,Kentucky,NA,NA
Taylor County,100% in,0.237,0.75,0.014,R +51,25500,Kentucky,NA,NA
Grant County,100% in,0.199,0.786,0.016,R +59,24915,Kentucky,NA,NA
Rowan County,100% in,0.386,0.596,0.018,R +21,24499,Kentucky,NA,NA
Lincoln County,100% in,0.206,0.778,0.016,R +57,24458,Kentucky,NA,NA
Ohio County,100% in,0.216,0.771,0.013,R +56,24071,Kentucky,NA,NA
Johnson County,100% in,0.158,0.829,0.013,R +67,22843,Kentucky,NA,NA
Letcher County,100% in,0.197,0.791,0.012,R +59,22676,Kentucky,NA,NA
Anderson County,100% in,0.253,0.729,0.018,R +48,22214,Kentucky,NA,NA
Mercer County,100% in,0.259,0.725,0.017,R +47,21516,Kentucky,NA,NA
Allen County,100% in,0.175,0.81,0.014,R +63,20794,Kentucky,NA,NA
Clay County,100% in,0.109,0.88,0.011,R +77,20621,Kentucky,NA,NA
Wayne County,100% in,0.184,0.804,0.012,R +62,20609,Kentucky,NA,NA
Bourbon County,100% in,0.342,0.642,0.016,R +30,20144,Kentucky,NA,NA
Breckinridge County,100% in,0.231,0.755,0.014,R +52,20080,Kentucky,NA,NA
Adair County,100% in,0.159,0.83,0.011,R +67,19241,Kentucky,NA,NA
Marion County,100% in,0.305,0.685,0.011,R +38,19232,Kentucky,NA,NA
Harrison County,100% in,0.271,0.715,0.014,R +44,18668,Kentucky,NA,NA
Hart County,100% in,0.228,0.758,0.014,R +53,18627,Kentucky,NA,NA
Spencer County,100% in,0.221,0.764,0.014,R +54,18246,Kentucky,NA,NA
Simpson County,100% in,0.307,0.674,0.019,R +37,18063,Kentucky,NA,NA
Russell County,100% in,0.149,0.84,0.012,R +69,17760,Kentucky,NA,NA
McCreary County,100% in,0.113,0.88,0.007,R +77,17635,Kentucky,NA,NA
Garrard County,100% in,0.21,0.776,0.014,R +57,17328,Kentucky,NA,NA
Mason County,100% in,0.297,0.688,0.015,R +39,17153,Kentucky,NA,NA
Rockcastle County,100% in,0.146,0.845,0.009,R +70,16827,Kentucky,NA,NA
Henry County,100% in,0.264,0.721,0.015,R +46,15814,Kentucky,NA,NA
Casey County,100% in,0.128,0.862,0.01,R +73,15796,Kentucky,NA,NA
Lawrence County,100% in,0.178,0.81,0.012,R +63,15783,Kentucky,NA,NA
Knott County,100% in,0.226,0.764,0.01,R +54,15513,Kentucky,NA,NA
Union County,100% in,0.233,0.755,0.013,R +52,14802,Kentucky,NA,NA
Pendleton County,100% in,0.191,0.796,0.013,R +61,14520,Kentucky,NA,NA
Fleming County,100% in,0.209,0.783,0.008,R +57,14479,Kentucky,NA,NA
Trigg County,100% in,0.243,0.744,0.013,R +50,14344,Kentucky,NA,NA
Estill County,100% in,0.207,0.78,0.013,R +57,14313,Kentucky,NA,NA
Larue County,100% in,0.206,0.779,0.015,R +57,14156,Kentucky,NA,NA
Lewis County,100% in,0.14,0.848,0.013,R +71,13490,Kentucky,NA,NA
Jackson County,100% in,0.099,0.892,0.009,R +79,13373,Kentucky,NA,NA
Morgan County,100% in,0.212,0.776,0.012,R +56,13285,Kentucky,NA,NA
Webster County,100% in,0.236,0.752,0.012,R +52,13155,Kentucky,NA,NA
Breathitt County,100% in,0.23,0.753,0.017,R +52,13116,Kentucky,NA,NA
Butler County,100% in,0.176,0.81,0.014,R +63,12745,Kentucky,NA,NA
Caldwell County,100% in,0.223,0.763,0.014,R +54,12727,Kentucky,NA,NA
Magoffin County,100% in,0.223,0.766,0.011,R +54,12666,Kentucky,NA,NA
Todd County,100% in,0.225,0.759,0.017,R +53,12350,Kentucky,NA,NA
Powell County,100% in,0.248,0.734,0.018,R +49,12321,Kentucky,NA,NA
Bath County,100% in,0.28,0.708,0.012,R +43,12268,Kentucky,NA,NA
Edmonson County,100% in,0.2,0.788,0.012,R +59,12122,Kentucky,NA,NA
Washington County,100% in,0.264,0.72,0.016,R +46,12019,Kentucky,NA,NA
Martin County,100% in,0.103,0.89,0.008,R +79,11919,Kentucky,NA,NA
Green County,100% in,0.158,0.832,0.009,R +67,11023,Kentucky,NA,NA
Owen County,100% in,0.201,0.787,0.012,R +59,10741,Kentucky,NA,NA
Carroll County,100% in,0.27,0.714,0.016,R +44,10711,Kentucky,NA,NA
Monroe County,100% in,0.123,0.868,0.008,R +75,10634,Kentucky,NA,NA
Leslie County,100% in,0.093,0.898,0.009,R +81,10472,Kentucky,NA,NA
Clinton County,100% in,0.122,0.868,0.01,R +75,10211,Kentucky,NA,NA
Metcalfe County,100% in,0.194,0.79,0.016,R +60,10004,Kentucky,NA,NA
McLean County,100% in,0.225,0.76,0.016,R +54,9331,Kentucky,NA,NA
Livingston County,100% in,0.188,0.802,0.011,R +61,9263,Kentucky,NA,NA
Crittenden County,100% in,0.172,0.813,0.014,R +64,9083,Kentucky,NA,NA
Hancock County,100% in,0.294,0.686,0.02,R +39,8719,Kentucky,NA,NA
Gallatin County,100% in,0.214,0.768,0.019,R +55,8703,Kentucky,NA,NA
Trimble County,100% in,0.234,0.747,0.018,R +51,8637,Kentucky,NA,NA
Bracken County,100% in,0.189,0.801,0.011,R +61,8306,Kentucky,NA,NA
Lyon County,100% in,0.258,0.733,0.009,R +47,8186,Kentucky,NA,NA
Ballard County,100% in,0.195,0.794,0.011,R +60,8090,Kentucky,NA,NA
Elliott County,100% in,0.238,0.75,0.012,R +51,7517,Kentucky,NA,NA
Wolfe County,100% in,0.282,0.704,0.014,R +42,7223,Kentucky,NA,NA
Nicholas County,100% in,0.281,0.709,0.01,R +43,7100,Kentucky,NA,NA
Lee County,100% in,0.173,0.812,0.015,R +64,6751,Kentucky,NA,NA
Cumberland County,100% in,0.153,0.837,0.01,R +68,6713,Kentucky,NA,NA
Menifee County,100% in,0.242,0.745,0.013,R +50,6405,Kentucky,NA,NA
Fulton County,100% in,0.327,0.663,0.01,R +34,6210,Kentucky,NA,NA
Carlisle County,100% in,0.175,0.818,0.006,R +64,4841,Kentucky,NA,NA
Hickman County,100% in,0.208,0.779,0.012,R +57,4568,Kentucky,NA,NA
Owsley County,100% in,0.114,0.881,0.005,R +77,4463,Kentucky,NA,NA
Robertson County,100% in,0.221,0.771,0.008,R +55,2143,Kentucky,NA,NA
Shelby County,100% in,0.644,0.34,0.016,D +30,937005,Tennessee,NA,NA
Davidson County,100% in,0.645,0.324,0.031,D +32,684017,Tennessee,NA,NA
Knox County,100% in,0.414,0.565,0.02,R +15,456185,Tennessee,NA,NA
Hamilton County,100% in,0.441,0.539,0.02,R +10,357546,Tennessee,NA,NA
Rutherford County,100% in,0.412,0.567,0.021,R +15,307128,Tennessee,NA,NA
Williamson County,100% in,0.361,0.622,0.017,R +26,218648,Tennessee,NA,NA
Montgomery County,100% in,0.423,0.55,0.027,R +13,196387,Tennessee,NA,NA
Sumner County,100% in,0.299,0.685,0.016,R +39,179473,Tennessee,NA,NA
Sullivan County,100% in,0.232,0.752,0.016,R +52,156734,Tennessee,NA,NA
Wilson County,100% in,0.3,0.677,0.024,R +38,132663,Tennessee,NA,NA
Blount County,100% in,0.269,0.712,0.019,R +44,128443,Tennessee,NA,NA
Washington County,100% in,0.306,0.675,0.018,R +37,127055,Tennessee,NA,NA
Bradley County,100% in,0.215,0.768,0.017,R +55,104557,Tennessee,NA,NA
Madison County,100% in,0.427,0.558,0.014,R +13,97682,Tennessee,NA,NA
Sevier County,100% in,0.2,0.776,0.024,R +58,96287,Tennessee,NA,NA
Maury County,100% in,0.309,0.675,0.016,R +37,89776,Tennessee,NA,NA
Putnam County,100% in,0.273,0.708,0.019,R +43,76440,Tennessee,NA,NA
Anderson County,100% in,0.33,0.652,0.018,R +32,75775,Tennessee,NA,NA
Robertson County,100% in,0.258,0.728,0.014,R +47,69344,Tennessee,NA,NA
Greene County,100% in,0.185,0.793,0.022,R +61,68669,Tennessee,NA,NA
Hamblen County,100% in,0.223,0.764,0.013,R +54,63740,Tennessee,NA,NA
Tipton County,100% in,0.25,0.735,0.015,R +48,61446,Tennessee,NA,NA
Cumberland County,100% in,0.208,0.78,0.012,R +57,58634,Tennessee,NA,NA
Hawkins County,100% in,0.164,0.822,0.014,R +66,56402,Tennessee,NA,NA
Carter County,100% in,0.185,0.8,0.015,R +61,56391,Tennessee,NA,NA
Coffee County,100% in,0.235,0.736,0.028,R +50,54531,Tennessee,NA,NA
Jefferson County,100% in,0.197,0.79,0.013,R +59,53247,Tennessee,NA,NA
Roane County,100% in,0.233,0.742,0.025,R +51,52897,Tennessee,NA,NA
McMinn County,100% in,0.191,0.797,0.013,R +61,52773,Tennessee,NA,NA
Dickson County,100% in,0.251,0.725,0.024,R +47,51988,Tennessee,NA,NA
Loudon County,100% in,0.237,0.74,0.023,R +50,51610,Tennessee,NA,NA
Gibson County,100% in,0.259,0.728,0.013,R +47,49175,Tennessee,NA,NA
Bedford County,100% in,0.233,0.752,0.015,R +52,47558,Tennessee,NA,NA
Monroe County,100% in,0.181,0.807,0.012,R +63,45876,Tennessee,NA,NA
Lawrence County,100% in,0.171,0.819,0.01,R +65,42937,Tennessee,NA,NA
Franklin County,100% in,0.254,0.731,0.014,R +48,41512,Tennessee,NA,NA
Warren County,100% in,0.247,0.738,0.015,R +49,40454,Tennessee,NA,NA
Cheatham County,100% in,0.272,0.713,0.015,R +44,39929,Tennessee,NA,NA
Fayette County,100% in,0.305,0.683,0.012,R +38,39692,Tennessee,NA,NA
Campbell County,100% in,0.163,0.826,0.011,R +66,39687,Tennessee,NA,NA
Dyer County,100% in,0.209,0.78,0.01,R +57,37576,Tennessee,NA,NA
Cocke County,100% in,0.17,0.819,0.011,R +65,35336,Tennessee,NA,NA
Lincoln County,100% in,0.187,0.787,0.026,R +60,33711,Tennessee,NA,NA
Weakley County,100% in,0.22,0.757,0.023,R +54,33626,Tennessee,NA,NA
Rhea County,100% in,0.174,0.811,0.016,R +64,32628,Tennessee,NA,NA
Henry County,100% in,0.236,0.747,0.017,R +51,32279,Tennessee,NA,NA
Marshall County,100% in,0.242,0.742,0.016,R +50,32269,Tennessee,NA,NA
Claiborne County,100% in,0.17,0.819,0.011,R +65,31613,Tennessee,NA,NA
Obion County,100% in,0.191,0.798,0.011,R +61,30520,Tennessee,NA,NA
Giles County,100% in,0.25,0.741,0.009,R +49,29167,Tennessee,NA,NA
Marion County,100% in,0.24,0.748,0.013,R +51,28417,Tennessee,NA,NA
Carroll County,100% in,0.215,0.773,0.012,R +56,28018,Tennessee,NA,NA
Henderson County,100% in,0.174,0.815,0.011,R +64,27859,Tennessee,NA,NA
White County,100% in,0.18,0.808,0.012,R +63,26580,Tennessee,NA,NA
Lauderdale County,100% in,0.356,0.633,0.011,R +28,26297,Tennessee,NA,NA
McNairy County,100% in,0.173,0.806,0.021,R +63,25903,Tennessee,NA,NA
Hardin County,100% in,0.154,0.828,0.018,R +67,25771,Tennessee,NA,NA
Hardeman County,100% in,0.416,0.573,0.012,R +16,25562,Tennessee,NA,NA
Hickman County,100% in,0.217,0.771,0.013,R +55,24678,Tennessee,NA,NA
Macon County,100% in,0.138,0.853,0.009,R +72,23487,Tennessee,NA,NA
Grainger County,100% in,0.144,0.845,0.01,R +70,23013,Tennessee,NA,NA
Overton County,100% in,0.202,0.789,0.009,R +59,22004,Tennessee,NA,NA
Scott County,100% in,0.109,0.884,0.007,R +78,21954,Tennessee,NA,NA
Morgan County,100% in,0.141,0.843,0.016,R +70,21596,Tennessee,NA,NA
DeKalb County,100% in,0.205,0.784,0.011,R +58,19601,Tennessee,NA,NA
Smith County,100% in,0.199,0.788,0.013,R +59,19458,Tennessee,NA,NA
Union County,100% in,0.154,0.837,0.009,R +68,19293,Tennessee,NA,NA
Humphreys County,100% in,0.245,0.743,0.012,R +50,18318,Tennessee,NA,NA
Fentress County,100% in,0.139,0.852,0.009,R +71,17994,Tennessee,NA,NA
Johnson County,100% in,0.159,0.83,0.011,R +67,17789,Tennessee,NA,NA
Unicoi County,100% in,0.194,0.795,0.011,R +60,17780,Tennessee,NA,NA
Haywood County,100% in,0.539,0.45,0.011,D +9,17779,Tennessee,NA,NA
Chester County,100% in,0.186,0.785,0.029,R +60,17150,Tennessee,NA,NA
Polk County,100% in,0.178,0.812,0.009,R +63,16782,Tennessee,NA,NA
Wayne County,100% in,0.123,0.869,0.008,R +75,16649,Tennessee,NA,NA
Benton County,100% in,0.211,0.781,0.009,R +57,16112,Tennessee,NA,NA
Sequatchie County,100% in,0.179,0.808,0.013,R +63,14730,Tennessee,NA,NA
Bledsoe County,100% in,0.169,0.821,0.011,R +65,14602,Tennessee,NA,NA
Crockett County,100% in,0.226,0.764,0.01,R +54,14499,Tennessee,NA,NA
Cannon County,100% in,0.192,0.792,0.016,R +60,13976,Tennessee,NA,NA
Grundy County,100% in,0.169,0.82,0.011,R +65,13331,Tennessee,NA,NA
Stewart County,100% in,0.196,0.787,0.018,R +59,13301,Tennessee,NA,NA
Meigs County,100% in,0.182,0.807,0.01,R +63,11962,Tennessee,NA,NA
Lewis County,100% in,0.191,0.798,0.011,R +61,11956,Tennessee,NA,NA
Decatur County,100% in,0.173,0.807,0.021,R +63,11683,Tennessee,NA,NA
Jackson County,100% in,0.213,0.773,0.013,R +56,11615,Tennessee,NA,NA
Trousdale County,100% in,0.253,0.734,0.013,R +48,9573,Tennessee,NA,NA
Houston County,100% in,0.236,0.738,0.026,R +50,8176,Tennessee,NA,NA
Perry County,100% in,0.179,0.81,0.011,R +63,7912,Tennessee,NA,NA
Clay County,100% in,0.21,0.78,0.011,R +57,7686,Tennessee,NA,NA
Lake County,100% in,0.259,0.734,0.008,R +47,7526,Tennessee,NA,NA
Hancock County,100% in,0.132,0.864,0.004,R +73,6585,Tennessee,NA,NA
Moore County,100% in,0.162,0.816,0.022,R +65,6322,Tennessee,NA,NA
Van Buren County,100% in,0.186,0.802,0.012,R +62,5704,Tennessee,NA,NA
Pickett County,100% in,0.179,0.812,0.009,R +63,5088,Tennessee,NA,NA
Hinds County,100% in,0.736,0.251,0.013,D +48,241774,Mississippi,NA,NA
Harrison County,100% in,0.366,0.618,0.016,R +25,202626,Mississippi,NA,NA
DeSoto County,100% in,0.371,0.61,0.019,R +24,176132,Mississippi,NA,NA
Rankin County,100% in,0.267,0.72,0.013,R +45,151240,Mississippi,NA,NA
Jackson County,100% in,0.319,0.665,0.016,R +35,142014,Mississippi,NA,NA
Madison County,100% in,0.435,0.553,0.012,R +12,103498,Mississippi,NA,NA
Lee County,100% in,0.33,0.655,0.015,R +33,84915,Mississippi,NA,NA
Lauderdale County,100% in,0.415,0.575,0.01,R +16,77323,Mississippi,NA,NA
Forrest County,100% in,0.435,0.546,0.019,R +11,75517,Mississippi,NA,NA
Jones County,100% in,0.283,0.705,0.012,R +42,68454,Mississippi,NA,NA
Lamar County,100% in,0.258,0.727,0.015,R +47,61223,Mississippi,NA,NA
Lowndes County,100% in,0.48,0.507,0.013,R +3,59437,Mississippi,NA,NA
Pearl River County,100% in,0.173,0.815,0.012,R +64,55149,Mississippi,NA,NA
Lafayette County,100% in,0.43,0.553,0.017,R +12,53459,Mississippi,NA,NA
Oktibbeha County,100% in,0.521,0.456,0.023,D +7,49481,Mississippi,NA,NA
Washington County,100% in,0.694,0.294,0.011,D +40,47086,Mississippi,NA,NA
Warren County,100% in,0.496,0.492,0.012,D +0,47075,Mississippi,NA,NA
Hancock County,100% in,0.215,0.77,0.015,R +55,46653,Mississippi,NA,NA
Pike County,100% in,0.499,0.489,0.012,D +1,39737,Mississippi,NA,NA
Alcorn County,100% in,0.176,0.812,0.012,R +64,37180,Mississippi,NA,NA
Monroe County,100% in,0.34,0.648,0.012,R +31,35840,Mississippi,NA,NA
Marshall County,100% in,0.509,0.478,0.012,D +3,35787,Mississippi,NA,NA
Lincoln County,100% in,0.3,0.691,0.009,R +39,34432,Mississippi,NA,NA
Panola County,100% in,0.474,0.516,0.01,R +4,34243,Mississippi,NA,NA
Bolivar County,100% in,0.648,0.34,0.012,D +31,32592,Mississippi,NA,NA
Adams County,100% in,0.575,0.414,0.01,D +16,31547,Mississippi,NA,NA
Pontotoc County,100% in,0.182,0.804,0.014,R +62,31315,Mississippi,NA,NA
Leflore County,100% in,0.702,0.287,0.011,D +41,29804,Mississippi,NA,NA
Neshoba County,100% in,0.279,0.711,0.011,R +43,29376,Mississippi,NA,NA
Copiah County,100% in,0.502,0.485,0.013,D +2,28721,Mississippi,NA,NA
Tate County,100% in,0.319,0.665,0.015,R +35,28493,Mississippi,NA,NA
Scott County,100% in,0.403,0.586,0.011,R +18,28415,Mississippi,NA,NA
Union County,100% in,0.17,0.818,0.012,R +65,28356,Mississippi,NA,NA
Yazoo County,100% in,0.527,0.463,0.011,D +6,27974,Mississippi,NA,NA
Simpson County,100% in,0.342,0.646,0.012,R +30,27073,Mississippi,NA,NA
Sunflower County,100% in,0.7,0.289,0.01,D +41,26532,Mississippi,NA,NA
Prentiss County,100% in,0.202,0.786,0.011,R +58,25360,Mississippi,NA,NA
Marion County,100% in,0.311,0.679,0.01,R +37,25202,Mississippi,NA,NA
Coahoma County,100% in,0.71,0.278,0.012,D +43,23802,Mississippi,NA,NA
George County,100% in,0.11,0.879,0.011,R +77,23710,Mississippi,NA,NA
Itawamba County,100% in,0.115,0.872,0.012,R +76,23480,Mississippi,NA,NA
Leake County,100% in,0.424,0.568,0.008,R +14,22870,Mississippi,NA,NA
Tippah County,100% in,0.192,0.797,0.011,R +61,21990,Mississippi,NA,NA
Newton County,100% in,0.302,0.687,0.011,R +39,21524,Mississippi,NA,NA
Grenada County,100% in,0.434,0.557,0.009,R +12,21278,Mississippi,NA,NA
Wayne County,100% in,0.36,0.627,0.013,R +27,20422,Mississippi,NA,NA
Clay County,100% in,0.574,0.41,0.016,D +16,19808,Mississippi,NA,NA
Tishomingo County,100% in,0.116,0.868,0.016,R +75,19478,Mississippi,NA,NA
Covington County,100% in,0.365,0.625,0.009,R +26,19091,Mississippi,NA,NA
Attala County,100% in,0.402,0.587,0.012,R +19,18581,Mississippi,NA,NA
Stone County,100% in,0.229,0.757,0.014,R +53,18375,Mississippi,NA,NA
Winston County,100% in,0.437,0.554,0.009,R +12,18358,Mississippi,NA,NA
Holmes County,100% in,0.812,0.169,0.019,D +64,18075,Mississippi,NA,NA
Chickasaw County,100% in,0.468,0.513,0.019,R +4,17279,Mississippi,NA,NA
Jasper County,100% in,0.497,0.492,0.011,D +0,16529,Mississippi,NA,NA
Smith County,100% in,0.215,0.775,0.009,R +56,16063,Mississippi,NA,NA
Clarke County,100% in,0.34,0.65,0.01,R +31,15928,Mississippi,NA,NA
Walthall County,100% in,0.398,0.593,0.009,R +19,14601,Mississippi,NA,NA
Calhoun County,100% in,0.289,0.702,0.01,R +41,14571,Mississippi,NA,NA
Tallahatchie County,100% in,0.546,0.438,0.016,D +11,14361,Mississippi,NA,NA
